,149558,199785,20687,416640,277205,390505,411877,37653,304753,91656,307139,386034,239181,132593,229858,99921,338053,165708,315688,184834,95198,289520,43172,318382,244132,43864,407718,253833,2385,53902,80560,383109,136792,295122,91445,186532,404014,127251,172458,287235,247692,137396,209761,336459,66025,123104,82327,381788,110475,351867,142361,159956,327554,153315,304826,385846,4985,296251,246500,411025,204518,136983,171697,390947,5057,340513,363990,124564,88166,363129,213567,315516,336574,138029,327655,141856,2646,126457,98042,180636,82978,1141,354273,381633,127406,60151,52027,149823,205019,401613,308124,142098,291896,91089,130416,395571,274286,165808,401459,110244
7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
29,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,1.0,,,,,,,0.0,,0.0,,,,,,,,,,,,,,0.0,,,,,,1.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
31,,,1.0,,,,,,,,,,,,,,,,0.0,,,,,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,
68,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,
9,,,,,,1.0,1.0,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,1.0,,,1.0,,,,,0.0,,,,,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,0.0,,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,1.0,,,,
40,,,,,,,,,1.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,
